id,party_short,color,x,y,z,mu_x,mu_y,width,height,angle
3330,SP,#FF0000,-0.688442211055276,-0.00502512562814073,0,-0.718255105932061,-0.0159399540192127,0.246474368553769,0.341543455102965,-168.475604953414
3349,SVP,#4F7942,0.798994974874372,-0.185929648241206,0,0.795710991503808,-0.17443151248676,0.22411020354543,0.3248192422559,177.160626487992
3365,Grüne,#008000,-0.437185929648241,0.0452261306532664,0,-0.457597366673775,0.0574437497778958,0.195533627586432,0.356909535568177,-175.590146046923
3367,GLP,#32CD32,-0.266331658291457,0.527638190954774,0,-0.296183603356524,0.545721210102307,0.169827370243038,0.330502039100654,-171.637352632857
3373,FDP,#0000FF,0.206030150753769,0.5678391959799,0,0.216093802140654,0.57304609101673,0.185743563392781,0.342195146315685,177.555334945413
3375,Grüne,#008000,-0.105527638190955,0.105527638190955,0,-0.105987446046929,0.0858466753470018,0.169088578622683,0.303052438709258,-175.807884524919
3376,SP,#FF0000,-0.668341708542714,-0.035175879396985,0,-0.691388646379797,-0.00577216756021604,0.248290252303565,0.346573587004862,-164.59204267502
3406,EVP,#FFA500,-0.366834170854271,-0.0552763819095478,0,-0.377379897299819,-0.0568588046155033,0.176257668657919,0.313372046936966,-175.98097680346
3424,SP,#FF0000,-0.618090452261307,0.0452261306532664,0,-0.638815762644866,0.0566497588278673,0.231302168426528,0.336654163758666,-166.88304741876
3440,GLP,#32CD32,-0.336683417085427,0.165829145728643,0,-0.327047359791377,0.147218405741366,0.175072645853064,0.319991624190189,-172.211918805287
3448,GLP,#32CD32,-0.226130653266332,0.035175879396985,0,-0.239524192671727,0.0414276444935802,0.186450672205581,0.300955388211083,-174.323476270264
3469,GLP,#32CD32,-0.206030150753769,0.467336683417085,0,-0.230532065397872,0.485276897994433,0.188472363417893,0.343491849783162,-172.727776274236
3474,SP,#FF0000,-0.547738693467337,-0.035175879396985,0,-0.547254006600059,-0.00839071104133713,0.216888396462094,0.328021624555984,-170.856837428023
3493,GLP,#32CD32,-0.35678391959799,0.537688442211055,0,-0.352307832061117,0.566196137264597,0.181584946113164,0.336410780431377,-172.90523729205
3494,Grüne,#008000,-0.728643216080402,-0.316582914572864,0,-0.756121384020776,-0.33338252282963,0.231956279561337,0.342081293897623,179.462861599356
3500,GLP,#32CD32,-0.28643216080402,0.42713567839196,0,-0.288859662777324,0.443791204308272,0.173453872824144,0.334957712108559,-173.690542855411
3503,SP,#FF0000,-0.346733668341709,-0.0552763819095478,0,-0.355259971857554,-0.0431709826565041,0.187019854985453,0.295687633348065,-175.173256982401
3529,GLP,#32CD32,-0.487437185929648,0.587939698492462,0,-0.49224931101638,0.586731984528092,0.193652758856599,0.336007777217154,-170.105580573613
3532,Die Mitte,#C56C46,-0.0954773869346733,0.165829145728643,0,-0.0872769591356088,0.176738509768107,0.167551600056427,0.312416332868673,-173.292106358119
3565,Grüne,#008000,-0.85929648241206,-0.246231155778894,0,-0.835913907493804,-0.254911138354063,0.20730556590437,0.361469348062902,-179.004539045239
3572,SP,#FF0000,-0.738693467336683,-0.246231155778894,0,-0.757981444290647,-0.243015218981696,0.242006378944417,0.365651033585891,-178.094635205344
3581,FDP,#0000FF,0.507537688442211,0.417085427135678,0,0.525059232790592,0.443214241133681,0.220379300960953,0.357238024989481,170.126527030386
3585,GLP,#32CD32,-0.0150753768844221,0.587939698492462,0,-0.0217165504795265,0.596074973454339,0.183418287771561,0.345201454812038,178.686902050112
3592,GLP,#32CD32,-0.376884422110553,0.417085427135678,0,-0.38601361453827,0.430689954074978,0.189271349432684,0.353626089704635,-172.03573881542
3593,Grüne,#008000,-0.537688442211055,-0.085427135678392,0,-0.541327595000905,-0.12409308682357,0.228447914722425,0.33417751813567,-176.399002681389
3596,Die Mitte,#C56C46,-0.266331658291457,0.0251256281407035,0,-0.290595353640067,0.0462668664136413,0.189269102021552,0.311559008131777,-177.915735605501
