,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
49,0.0,1.0,0.83,1.0,0.0,0.75,1.0,0.0,1.0,1.0,0.0,1.0,0.75,0.0,0.75,1.0,0.75,1.0,0.0,0.0,0.0,0.75,0.0,0.75,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.25,0.0,0.75,0.75,1.0,1.0,1.0,1.0,0.75,1.0,0.0,0.25,0.25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.83,0.33,0.67,0.0,1.0,0.25,1.0,0.5,0.25,0.75,0.5,0.5,0.5,1.0,0.75
50,0.83,0.0,0.33,1.0,1.0,0.25,0.5,0.25,1.0,0.75,0.75,0.0,0.75,0.0,0.75,0.75,0.75,0.75,1.0,0.25,0.25,0.75,0.75,0.0,0.25,0.0,0.0,1.0,1.0,1.0,0.75,0.25,0.25,0.0,0.25,0.75,0.75,0.75,0.25,0.75,1.0,0.25,0.75,1.0,0.75,1.0,0.25,0.75,0.75,1.0,0.75,0.75,0.75,1.0,0.25,0.25,0.75,1.0,0.0,0.75,0.67,0.67,0.83,0.0,0.75,0.75,0.75,0.5,0.25,0.5,0.75,0.5,0.5,0.75,0.5
51,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.75,1.0,1.0,0.0,1.0,0.25,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.75,1.0,0.75,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0,0.75,0.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.25,0.0,1.0,1.0,0.75,0.0,0.25,1.0,1.0,0.0,1.0,0.5
53,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.25,0.0,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.25,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.75,1.0,1.0,0.0,1.0,0.75,0.0,1.0,1.0,1.0,1.0,0.0,0.75,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.25,0.17,0.83,1.0,0.25,0.25,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.75,0.5
54,0.33,0.17,0.17,1.0,0.75,0.0,0.33,1.0,0.75,1.0,1.0,0.25,0.25,0.0,1.0,0.0,0.25,0.75,1.0,0.0,1.0,0.25,1.0,0.0,0.75,0.0,0.25,1.0,0.75,1.0,0.75,0.75,0.75,1.0,0.0,1.0,0.0,0.25,1.0,0.25,0.75,0.25,0.25,1.0,1.0,1.0,0.0,0.25,0.0,1.0,0.75,1.0,0.75,1.0,0.25,0.0,0.75,1.0,0.75,0.75,0.67,0.67,0.67,0.0,0.75,1.0,1.0,0.75,0.5,0.5,0.75,0.5,0.0,0.75,0.5
55,1.0,0.83,0.33,1.0,0.0,0.0,0.67,0.0,1.0,1.0,0.25,0.75,1.0,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.75,0.0,1.0,0.0,0.0,0.75,0.0,1.0,0.25,0.75,0.75,0.25,0.75,0.25,0.25,0.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,0.75,0.75,1.0,0.75,0.0,0.0,1.0,0.75,0.0,0.75,0.75,0.75,0.0,1.0,0.25,0.75,1.0,0.67,0.83,0.67,0.0,0.0,0.75,0.75,0.5,0.25,1.0,0.75,0.5,0.5,0.5,0.5
56,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.25,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.25,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.75,1.0,1.0,0.0,0.25,1.0,1.0,0.25,1.0,0.75,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0,0.75,0.0,0.25,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.0,0.25,0.0,0.67,1.0,0.25,0.0,1.0,0.75,0.75,0.0,0.5,1.0,1.0,0.0,1.0,0.25
57,0.5,0.33,0.5,1.0,0.75,0.0,0.67,0.25,1.0,1.0,0.25,0.0,1.0,0.0,1.0,0.25,1.0,0.0,0.75,0.0,1.0,0.75,1.0,0.25,1.0,0.0,0.0,1.0,0.75,1.0,0.75,0.0,0.0,0.75,1.0,0.75,1.0,1.0,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0,0.75,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,0.0,0.33,1.0,0.0,0.25,1.0,1.0,0.75,0.25,0.5,0.75,0.75,0.25,0.75,0.5
58,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.75,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.67,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.25,1.0,0.75,0.0,1.0,0.5
59,0.0,0.17,0.0,1.0,0.25,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.25,1.0,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.75,1.0,0.75,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.25,0.75,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.0,0.0,0.0,0.67,1.0,0.25,0.0,1.0,1.0,0.75,0.0,0.5,1.0,1.0,0.0,1.0,0.5
60,0.83,0.67,0.33,0.75,0.75,0.25,0.33,0.75,0.75,1.0,0.25,0.25,0.75,0.25,0.75,1.0,0.75,0.75,0.25,0.0,0.25,0.25,0.0,0.25,0.25,0.75,0.75,1.0,1.0,0.75,0.25,0.75,0.25,0.25,0.25,0.75,0.75,0.25,0.75,0.25,0.75,1.0,0.25,0.75,0.25,0.75,1.0,0.0,0.25,0.25,0.75,0.25,0.75,0.25,1.0,0.25,0.25,0.25,1.0,1.0,0.83,0.83,0.67,0.0,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.5,0.75,0.75,0.5
61,0.5,0.17,0.5,0.75,0.75,0.0,0.33,0.75,0.75,1.0,1.0,0.0,0.25,0.0,1.0,0.75,0.0,1.0,0.75,0.0,0.75,1.0,0.0,0.0,0.75,0.0,0.0,1.0,1.0,0.75,1.0,0.0,0.25,0.0,0.0,0.75,0.25,0.25,0.75,0.75,0.75,0.75,0.75,1.0,1.0,0.75,0.75,0.0,0.25,0.75,0.75,0.25,0.75,0.75,0.0,0.0,1.0,0.25,0.75,1.0,0.83,0.83,0.67,0.0,1.0,0.75,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,0.83,0.33,0.17,1.0,0.25,0.0,0.67,0.0,1.0,0.75,1.0,0.0,0.25,0.0,1.0,0.75,0.0,1.0,0.75,0.0,0.75,0.75,0.0,0.0,0.25,0.0,0.25,1.0,0.25,1.0,0.0,0.0,0.25,0.0,0.25,1.0,0.0,1.0,0.0,0.75,1.0,0.75,1.0,1.0,1.0,1.0,0.25,0.0,0.25,1.0,0.25,0.25,0.25,1.0,0.25,0.0,0.0,0.25,1.0,0.0,0.67,0.83,0.67,0.0,0.75,0.75,1.0,0.5,0.5,0.5,0.75,0.5,0.5,0.5,0.5
63,0.83,0.17,0.0,0.75,0.75,0.0,0.67,1.0,0.75,0.75,0.25,0.25,0.75,0.0,1.0,1.0,1.0,0.75,0.25,0.75,1.0,0.75,1.0,0.0,0.75,0.0,0.0,1.0,0.75,0.75,0.75,0.0,0.75,0.0,0.75,0.25,1.0,0.25,0.0,0.25,0.25,1.0,0.75,0.75,0.75,1.0,1.0,0.75,0.0,0.75,0.75,0.0,0.75,0.75,1.0,0.0,1.0,0.75,0.75,1.0,0.83,1.0,0.83,0.0,0.75,1.0,0.75,0.5,0.5,0.5,0.75,0.75,0.5,0.5,0.5
64,0.17,0.0,0.0,0.75,1.0,0.0,0.67,1.0,1.0,0.0,1.0,0.75,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.75,0.25,0.0,0.0,0.0,0.25,0.0,1.0,0.25,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0,0.75,0.75,0.0,0.25,1.0,0.0,1.0,0.75,1.0,0.25,0.75,0.25,0.25,1.0,0.75,0.0,1.0,1.0,0.75,1.0,0.75,0.25,1.0,0.83,0.83,1.0,0.75,1.0,0.0,0.0,0.5,0.25,0.25,0.5,0.25,0.25,0.75,0.0
65,0.0,0.17,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.25,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.75,0.25,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.25,0.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,1.0
66,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.25,0.75,1.0,0.0,1.0,0.0,1.0,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.75,1.0,0.25,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0,0.75,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.25,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.25,1.0,1.0,0.0,1.0,0.25
68,0.83,0.5,0.0,0.0,0.75,0.0,0.17,1.0,0.25,0.0,0.75,0.25,0.0,0.75,0.75,1.0,0.0,0.25,0.0,0.0,1.0,0.75,0.0,0.0,0.0,0.25,0.0,1.0,1.0,0.0,0.0,0.25,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25,0.25,0.75,0.0,0.25,0.0,0.25,0.25,0.75,0.75,0.25,0.0,0.75,0.0,0.0,0.25,1.0,0.25,1.0,1.0,0.0,0.0,0.75,0.0,1.0,0.5,0.5,0.75,1.0,0.5,0.5,0.5,0.5
69,1.0,1.0,0.83,0.0,0.25,1.0,0.0,1.0,0.0,0.0,0.75,1.0,0.0,0.75,1.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,1.0,0.0,1.0,1.0,0.75,0.0,0.0,0.75,1.0,1.0,0.25,0.0,1.0,0.0,0.25,0.0,0.0,1.0,0.75,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.83,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5
70,1.0,0.83,0.5,0.0,1.0,0.0,0.0,1.0,0.25,0.75,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25,1.0,1.0,1.0,1.0,0.0,0.0,0.75,0.25,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25,0.75,0.75,0.0,0.0,1.0,1.0,0.75,1.0,0.0,0.0,1.0,0.0,1.0,0.25,1.0,1.0,0.83,0.0,1.0,0.0,1.0,0.25,0.5,0.5,1.0,0.25,0.5,0.5,0.0
72,0.0,0.17,0.17,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.25,1.0,1.0,0.0,0.0,1.0,1.0,0.25,1.0,0.75,0.0,1.0,0.75,1.0,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.75,1.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,0.0,0.25,0.0,0.33,1.0,0.75,0.0,1.0,0.75,1.0,0.0,0.25,1.0,1.0,0.0,1.0,0.75
74,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.75,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.75,1.0,0.75,0.0,0.0,1.0,1.0,0.25,1.0,0.75,1.0,1.0,0.75,0.75,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.0,0.0,0.17,0.83,1.0,0.25,0.0,1.0,1.0,0.75,0.0,0.5,0.75,0.75,0.0,1.0,0.25
75,0.5,0.17,0.0,1.0,1.0,0.0,0.83,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.25,1.0,0.0,1.0,0.0,0.0,1.0,0.25,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.0,1.0,0.0,0.33,1.0,0.0,0.0,1.0,1.0,0.75,0.0,0.5,1.0,0.5,0.0,1.0,0.5
76,0.0,0.17,0.0,1.0,1.0,0.0,0.83,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.25,0.75,1.0,0.25,1.0,0.25,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.25,0.75,1.0,0.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.0,0.75,0.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.33,1.0,0.75,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.75
79,0.83,0.67,0.5,0.25,1.0,0.25,0.33,0.75,0.75,0.25,0.75,0.25,0.25,0.25,0.25,0.25,0.0,1.0,0.75,0.25,0.75,0.25,0.0,0.25,0.0,0.25,0.75,0.75,0.25,0.25,0.0,0.25,0.25,0.0,0.75,0.25,0.0,0.75,1.0,0.25,1.0,0.75,0.25,1.0,0.25,1.0,1.0,0.25,0.75,0.75,0.25,0.25,0.25,0.25,1.0,0.75,0.75,0.75,0.75,0.25,0.83,0.83,0.67,0.0,0.75,0.75,0.75,0.25,0.5,0.5,0.75,0.5,0.75,0.75,0.5
80,1.0,0.67,0.33,0.75,0.25,0.0,0.5,0.25,0.75,1.0,0.25,0.0,0.75,0.75,0.75,0.0,0.75,0.75,0.75,0.75,0.75,1.0,1.0,0.25,0.25,0.75,0.25,1.0,0.25,1.0,1.0,0.25,1.0,1.0,1.0,0.75,0.25,0.75,1.0,1.0,1.0,0.0,0.75,1.0,0.75,1.0,0.25,1.0,0.25,1.0,1.0,0.75,0.75,1.0,0.25,0.75,0.75,1.0,0.0,0.0,0.67,0.67,1.0,0.0,0.25,0.75,0.75,0.5,0.25,0.5,0.75,0.5,0.75,0.75,0.5
81,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.75,0.75,1.0,0.0,1.0,0.25,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.75,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.67,1.0,0.25,0.25,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.25
82,0.0,0.17,0.17,1.0,1.0,0.0,0.67,1.0,1.0,1.0,0.0,0.0,0.75,0.0,0.0,0.75,1.0,0.75,1.0,0.0,1.0,0.25,1.0,0.0,1.0,0.25,0.0,1.0,0.0,0.75,0.0,0.0,0.25,1.0,0.75,1.0,0.0,0.75,0.0,0.0,0.75,1.0,0.75,1.0,1.0,1.0,0.0,0.25,0.0,1.0,0.25,1.0,0.75,1.0,0.75,0.0,1.0,0.75,1.0,0.0,0.17,0.67,0.83,0.0,0.75,1.0,1.0,0.5,0.25,0.5,1.0,0.75,0.25,1.0,0.5
83,0.0,0.17,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.25,0.0,1.0,0.0,0.75,0.75,1.0,0.25,1.0,0.25,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.25,1.0,0.75,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.0,0.75,0.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.0,0.25,0.17,0.33,1.0,0.75,0.25,1.0,1.0,1.0,0.0,0.25,1.0,1.0,0.0,1.0,0.5
84,0.17,0.17,0.0,0.75,1.0,0.0,1.0,0.25,1.0,1.0,0.25,0.0,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.25,1.0,1.0,0.25,0.0,1.0,0.0,0.0,1.0,0.75,1.0,1.0,0.25,0.0,1.0,1.0,0.25,0.75,0.75,0.25,0.75,1.0,0.75,1.0,1.0,1.0,1.0,0.0,0.75,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,0.0,0.75,0.25,0.25,0.5,0.67,1.0,0.25,0.25,1.0,1.0,0.75,0.25,0.5,1.0,0.75,0.0,1.0,0.5
85,0.17,0.17,0.17,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.75,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.0,0.25,0.17,0.67,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.25,1.0,1.0,0.0,1.0,0.75
86,0.83,0.83,0.17,0.75,1.0,0.0,0.67,0.25,1.0,1.0,0.75,0.25,1.0,0.75,1.0,0.75,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.25,0.75,0.25,0.75,1.0,0.25,1.0,0.75,0.75,0.25,0.75,0.75,0.75,0.75,0.75,0.0,1.0,0.75,0.75,1.0,1.0,0.25,1.0,0.25,0.75,0.0,0.0,0.25,0.75,0.75,1.0,0.75,0.0,0.25,0.25,1.0,1.0,0.83,0.83,0.83,0.0,0.75,0.75,1.0,0.5,0.75,0.75,0.75,0.75,0.5,0.5,0.75
88,0.83,0.5,0.17,0.75,1.0,1.0,0.67,0.75,1.0,1.0,0.25,0.0,0.75,0.0,0.25,0.75,1.0,0.75,1.0,1.0,0.75,1.0,1.0,0.0,0.75,0.0,0.0,1.0,0.75,0.25,0.75,0.0,0.0,0.75,0.0,0.75,0.75,0.75,1.0,0.75,0.25,0.75,0.0,0.75,0.75,1.0,1.0,0.0,0.0,1.0,0.25,0.75,1.0,0.0,1.0,0.0,0.75,0.25,0.25,0.75,0.33,0.83,0.5,0.0,0.0,0.75,0.75,0.75,0.0,0.25,1.0,0.75,0.5,0.75,0.75
89,0.83,0.17,0.0,0.75,0.75,0.0,0.33,1.0,0.75,0.75,1.0,0.0,0.0,0.75,1.0,0.75,0.25,0.0,0.75,0.25,0.75,1.0,1.0,0.0,0.25,0.25,0.0,1.0,0.75,1.0,0.75,0.25,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.25,0.75,0.0,0.25,1.0,0.25,0.75,0.25,0.75,1.0,1.0,0.83,0.83,0.0,0.75,0.75,1.0,0.5,0.5,0.5,0.75,0.5,0.75,0.75,0.5
92,0.33,0.17,0.0,0.75,1.0,0.25,1.0,0.25,1.0,1.0,0.25,0.25,0.75,0.0,1.0,0.75,0.75,0.75,1.0,0.0,1.0,0.25,0.75,0.0,0.75,0.75,0.0,1.0,1.0,1.0,1.0,0.0,0.25,1.0,1.0,0.75,1.0,0.75,0.25,0.75,1.0,0.25,1.0,1.0,0.75,1.0,0.25,0.25,0.25,1.0,0.75,0.75,1.0,1.0,0.75,0.25,1.0,1.0,0.0,0.75,0.33,0.67,0.83,0.25,0.25,0.75,1.0,0.75,0.25,0.75,1.0,0.5,0.25,1.0,0.5
96,0.0,0.0,0.0,1.0,1.0,0.0,0.83,0.25,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,1.0,0.25,1.0,1.0,0.75,1.0,1.0,0.75,0.75,1.0,1.0,1.0,0.0,1.0,0.0,0.75,1.0,1.0,1.0,1.0,0.75,0.25,1.0,1.0,0.0,0.75,0.0,0.83,1.0,0.75,0.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.75,0.5
99,1.0,0.0,0.0,1.0,1.0,0.0,0.67,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.25,1.0,0.5
100,0.83,0.33,0.0,0.75,1.0,0.0,0.33,1.0,0.75,0.75,1.0,0.25,0.25,1.0,1.0,1.0,0.25,1.0,0.25,0.0,1.0,0.75,1.0,0.0,0.25,0.25,0.0,1.0,1.0,0.75,1.0,0.75,0.25,1.0,0.0,1.0,0.0,0.25,1.0,0.0,0.0,1.0,0.25,0.75,1.0,1.0,1.0,0.25,0.0,0.25,1.0,0.25,0.75,0.0,1.0,0.0,0.25,0.0,1.0,1.0,0.83,1.0,0.5,0.0,1.0,0.0,0.75,0.5,0.5,0.5,0.75,0.25,0.5,0.5,0.25
101,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.75,0.25,1.0,0.75,0.25,0.75,0.0
102,0.83,0.67,0.0,1.0,1.0,0.0,0.67,0.75,1.0,1.0,0.75,0.0,0.0,0.75,1.0,0.75,0.0,1.0,1.0,0.0,1.0,1.0,0.75,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,1.0,0.75,0.0,0.25,1.0,0.0,1.0,1.0,1.0,0.75,0.75,0.0,1.0,0.75,0.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.75,0.67,0.83,0.67,0.0,0.75,0.75,1.0,0.5,0.75,0.75,1.0,0.25,0.5,0.75,0.5
104,0.83,1.0,0.33,0.0,0.75,1.0,0.0,0.75,0.25,0.0,0.25,1.0,0.0,0.0,1.0,0.75,0.0,1.0,0.0,0.0,1.0,0.25,0.0,1.0,0.0,1.0,1.0,0.75,0.25,0.75,1.0,1.0,0.75,0.75,0.0,1.0,0.0,0.25,1.0,0.0,1.0,0.75,0.0,0.0,0.0,0.75,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,1.0,1.0,0.83,0.83,0.67,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
105,0.17,0.17,0.67,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.75,0.25,1.0,0.25,1.0,0.25,1.0,0.75,1.0,0.25,1.0,1.0,0.75,0.0,0.75,0.25,0.0,1.0,0.25,1.0,1.0,0.0,1.0,1.0,0.25,0.75,0.25,1.0,0.75,0.75,0.75,0.0,1.0,1.0,0.75,1.0,0.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.0,0.25,0.0,0.5,1.0,0.25,0.0,1.0,1.0,0.75,0.0,0.5,1.0,0.75,0.0,0.75,0.5
106,0.17,0.33,0.5,1.0,0.0,0.0,0.83,1.0,0.75,1.0,1.0,0.0,0.75,0.25,0.75,1.0,0.0,1.0,1.0,0.0,0.75,0.75,0.0,0.25,0.25,0.0,0.0,1.0,0.25,0.75,0.0,0.0,0.25,0.0,0.25,0.75,0.0,1.0,0.0,0.75,1.0,1.0,1.0,0.75,1.0,1.0,0.0,0.75,0.75,1.0,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.75,1.0,1.0,0.67,0.67,1.0,0.0,0.75,1.0,0.75,0.5,0.75,0.5,0.5,0.5,0.25,0.5,0.5
108,1.0,0.67,0.67,0.25,0.0,1.0,0.33,0.25,0.25,1.0,0.25,0.25,0.0,0.0,1.0,1.0,0.25,1.0,0.0,0.0,0.25,0.75,0.0,0.75,0.0,1.0,1.0,0.75,0.75,1.0,0.75,0.75,0.25,0.75,0.25,1.0,0.0,1.0,1.0,1.0,0.25,1.0,0.25,1.0,0.0,0.75,1.0,0.0,0.0,0.75,0.25,0.0,0.25,0.0,1.0,0.0,0.25,0.25,1.0,1.0,0.67,0.83,0.17,0.0,0.75,0.75,1.0,0.25,0.75,0.5,0.75,0.25,0.5,0.5,0.5
109,0.67,0.17,0.0,0.75,0.75,0.0,0.67,0.25,0.75,1.0,1.0,0.25,0.0,1.0,1.0,0.75,0.25,0.75,1.0,0.0,1.0,0.25,0.75,0.0,0.25,0.25,0.0,1.0,0.75,1.0,1.0,0.25,0.25,1.0,0.25,1.0,0.0,0.25,1.0,0.25,0.75,0.75,0.25,1.0,1.0,1.0,0.0,0.75,0.0,1.0,0.75,0.75,1.0,1.0,0.25,1.0,1.0,0.75,1.0,0.75,0.83,0.83,0.83,0.25,0.75,0.25,1.0,0.75,0.25,0.5,0.75,0.5,0.25,0.5,0.5
